,length_fast,length_slow,devfactor,return,drawdown,sharpe,total_open,total_closed,total_won,total_lost,strike_rate,win_streak,lose_streak,pnl_net,Sell_stop_loss
0,8,25,0.02,0.04510144347595819,0.0279586832570062,,1,45,21,24,46.666666666666664,4,3,13847.23,0.001
0,8,25,0.02,0.04510144347595819,0.0279586832570062,,1,45,21,24,46.666666666666664,4,3,13847.23,0.001
0,8,25,0.02,0.04699183210248392,0.027958658103899137,,1,44,20,24,45.45454545454545,4,3,13937.21,0.001
0,8,25,0.02,0.04699183210248392,0.027958658103899137,,1,44,20,24,45.45454545454545,4,3,13937.21,0.001
0,8,25,0.02,0.046991853670753744,0.027958658103612158,,1,43,19,24,44.18604651162791,4,3,13937.21,0.001
0,8,25,0.02,0.06779088557398288,0.027958381389009638,,1,42,19,23,45.23809523809524,4,3,14927.1,0.001
0,8,25,0.02,1.041174926828704,0.026488886007731756,,1,100,56,44,56.00000000000001,5,4,60945.62,0.001
0,8,25,0.02,0.2982419017210273,0.026498195438487866,,1,51,26,25,50.98039215686274,4,4,25791.89,0.001
0,8,25,0.02,0.9083564515548912,0.026490545034154198,,1,101,52,49,51.48514851485149,5,4,54679.09,0.001
0,8,25,0.02,0.08480875098101624,0.027642544556400285,,1,38,17,21,44.73684210526316,4,4,15736.88,0.001
0,8,25,0.02,0.0892184531546587,0.02764248656889573,,1,38,17,21,44.73684210526316,4,4,15946.69,0.001
0,8,25,0.02,0.07124913960636822,0.027642722881817173,,1,37,16,21,43.24324324324324,3,4,15091.67,0.001
0,8,25,0.02,0.07124913960636822,0.027642722881817173,,1,37,16,21,43.24324324324324,3,4,15091.67,0.001
0,8,25,0.02,0.07187941506628992,0.02764271459236571,,1,37,16,21,43.24324324324324,3,4,15121.66,0.001
0,8,30,0.02,0.4671218515026656,0.02649607293408511,,1,120,78,42,65.0,8,5,33804.59,0.001
0,8,30,0.02,0.4607956053522872,0.026496152375735525,,1,118,76,42,64.40677966101694,8,5,33504.67,0.001
0,8,30,0.02,0.4500387161560466,0.02649628746708849,,1,117,75,42,64.1025641025641,8,5,32994.65,0.001
0,8,30,0.02,-0.1569166769533352,0.028321234945422186,,1,35,20,15,57.14285714285714,6,5,4222.19,0.001
0,8,30,0.02,-0.1569166769533352,0.028321234945422186,,1,35,20,15,57.14285714285714,6,5,4222.19,0.001
0,8,30,0.02,-0.1569166769533352,0.028321234945422186,,1,35,20,15,57.14285714285714,6,5,4222.19,0.001
0,8,30,0.02,-0.108441075182847,0.027930882021534445,,1,36,21,15,58.333333333333336,6,5,6533.47,0.001
0,8,30,0.02,-0.10057314514473423,0.027930777279136034,,1,36,21,15,58.333333333333336,6,5,6908.51,0.001
0,8,30,0.02,-0.08200171209313203,0.027960375607605396,,1,33,18,15,54.54545454545454,5,5,7793.63,0.001
0,8,30,0.02,-0.06563261304120746,0.027960157530164988,,1,33,18,15,54.54545454545454,5,5,8573.66,0.001
0,8,30,0.02,-0.10273076775066639,0.02796065182431381,,1,32,16,16,50.0,5,5,6805.66,0.001
0,8,30,0.02,-0.05813864535737735,0.027960057704213604,,1,41,20,21,48.78048780487805,5,5,8930.73,0.001
0,8,30,0.02,-0.03141644307011775,0.027959701805831585,,1,39,19,20,48.717948717948715,4,5,10203.76,0.001
0,8,30,0.02,-0.04526772769341454,0.027959886271065205,,1,38,18,20,47.368421052631575,4,5,9543.93,0.001
0,8,30,0.02,-0.04526772769341454,0.027959886271065205,,1,38,18,20,47.368421052631575,4,5,9543.93,0.001
0,8,30,0.02,-0.04526772769341454,0.027959886271065205,,1,38,18,20,47.368421052631575,4,5,9543.93,0.001
0,8,30,0.02,0.08243503229481577,0.027958186596410275,,1,48,22,26,45.83333333333333,4,5,15623.94,0.001
0,8,30,0.02,0.08243503229481577,0.027958186596410275,,1,48,22,26,45.83333333333333,4,5,15623.94,0.001
0,8,30,0.02,0.07770645061254751,0.02795824949149947,,1,47,21,26,44.680851063829785,4,5,15398.94,0.001
0,8,30,0.02,0.07770645061254751,0.02795824949149947,,1,47,21,26,44.680851063829785,4,5,15398.94,0.001
0,8,30,0.02,0.07770647218712347,0.0279582494912125,,1,46,20,26,43.47826086956522,4,5,15398.94,0.001
0,8,30,0.02,0.09851158529411064,0.027957972784698183,,1,45,20,25,44.44444444444444,4,5,16388.83,0.001
0,8,30,0.02,0.7798937533277044,0.03127197558629837,,1,108,53,55,49.074074074074076,5,5,48610.59,0.001
0,8,30,0.02,0.16326651420834823,0.03128111480643361,,1,57,27,30,47.368421052631575,4,5,19378.58,0.001
0,8,30,0.02,0.6802998093494406,0.03330857758186787,,1,107,51,56,47.66355140186916,5,5,43900.77,0.001
0,8,30,0.02,0.12467875365235397,0.0276420203638528,,1,43,19,24,44.18604651162791,4,5,17633.56,0.001
0,8,30,0.02,0.12909012881654108,0.02764196237854748,,1,43,19,24,44.18604651162791,4,5,17843.37,0.001
0,8,30,0.02,0.11111399789478353,0.027642198682506468,,1,42,18,24,42.857142857142854,3,5,16988.35,0.001
0,8,30,0.02,0.1387617995321282,0.027641835258671168,,1,42,18,24,42.857142857142854,3,5,18303.34,0.001
0,8,30,0.02,0.13939247995002613,0.027641826969752054,,1,42,18,24,42.857142857142854,3,5,18333.34,0.001
0,8,35,0.02,0.47819729141928036,0.026495933867190756,,1,118,77,41,65.2542372881356,8,5,34329.63,0.001
0,8,35,0.02,0.47187038107738766,0.02649601330800726,,1,116,75,41,64.65517241379311,8,5,34029.7,0.001
0,8,35,0.02,0.4611123625125951,0.026496148397942145,,1,115,74,41,64.34782608695652,8,5,33519.68,0.001
0,8,35,0.02,-0.14496370957914473,0.0283210735225419,,1,34,20,14,58.82352941176471,6,5,4792.2,0.001
0,8,35,0.02,-0.14496370957914473,0.0283210735225419,,1,34,20,14,58.82352941176471,6,5,4792.2,0.001
0,8,35,0.02,-0.14496370957914473,0.0283210735225419,,1,34,20,14,58.82352941176471,6,5,4792.2,0.001
0,8,35,0.02,-0.11819580013778326,0.027931011894030057,,1,34,19,15,55.88235294117647,6,5,6068.46,0.001
0,8,35,0.02,-0.11032860184083174,0.027930907150657585,,1,34,19,15,55.88235294117647,6,5,6443.5,0.001
0,8,35,0.02,-0.11504565451319498,0.027960815949826367,,1,32,17,15,53.125,5,5,6218.63,0.001
0,8,35,0.02,-0.09868171113416409,0.02796059786551702,,1,32,17,15,53.125,5,5,6998.66,0.001
0,8,35,0.02,-0.13576818121235304,0.02810428263555753,,1,31,15,16,48.38709677419355,5,5,5230.67,0.001
0,8,35,0.02,-0.09119010376500669,0.028103685454978027,,1,40,19,21,47.5,5,5,7355.73,0.001
0,8,35,0.02,-0.0644763178860883,0.027960142126829512,,1,38,18,20,47.368421052631575,4,5,8628.76,0.001
0,8,35,0.02,-0.07832323993070145,0.02796032659787327,,1,37,17,20,45.94594594594595,4,5,7968.93,0.001
0,8,35,0.02,-0.07832323993070145,0.02796032659787327,,1,37,17,20,45.94594594594595,4,5,7968.93,0.001
0,8,35,0.02,-0.07832323993070145,0.02796032659787327,,1,37,17,20,45.94594594594595,4,5,7968.93,0.001
0,8,35,0.02,0.33744293494236516,0.02795479932710477,,1,67,37,30,55.223880597014926,7,5,27742.95,0.001
0,8,35,0.02,0.33744293494236516,0.02795479932710477,,1,67,37,30,55.223880597014926,7,5,27742.95,0.001
0,8,35,0.02,0.33270287934750187,0.02795486220695478,,1,66,36,30,54.54545454545454,7,5,27517.95,0.001
0,8,35,0.02,0.33270287934750187,0.02795486220695478,,1,66,36,30,54.54545454545454,7,5,27517.95,0.001
0,8,35,0.02,0.3197474914206283,0.027955034084287626,,1,64,34,30,53.125,6,5,26902.94,0.001
0,8,35,0.02,0.3406005232545328,0.027954757441415953,,1,63,34,29,53.96825396825397,6,5,27892.83,0.001
0,8,35,0.02,0.5996131338191337,0.03127464150712484,,1,114,57,57,50.0,6,5,40081.82,0.001
0,8,35,0.02,0.4055045938980357,0.031277517511206276,,1,75,41,34,54.666666666666664,6,5,30882.58,0.001
0,8,35,0.02,0.6259984045794664,0.026494079562995976,,1,111,55,56,49.549549549549546,6,5,41330.97,0.001
0,8,35,0.02,0.3620865820692872,0.027638903555097613,,1,60,32,28,53.333333333333336,6,5,28912.56,0.001
0,8,35,0.02,0.36650791847842007,0.027638845582867947,,1,60,32,28,53.333333333333336,6,5,29122.37,0.001
0,8,35,0.02,0.34849119585378524,0.027639081833540358,,1,59,31,28,52.54237288135594,6,5,28267.34,0.001
0,8,35,0.02,0.4110367955134859,0.027638261872701866,,1,58,32,26,55.172413793103445,7,5,31234.97,0.001
0,8,35,0.02,0.40218251064209193,0.027638377918164612,,1,57,31,26,54.385964912280706,6,5,30814.97,0.001
0,11,20,0.02,0.7075471828375788,0.026493057677818618,,1,122,86,36,70.49180327868852,10,5,45189.75,0.001
0,11,20,0.02,0.7012065192198746,0.026493137101389095,,1,120,84,36,70.0,9,5,44889.82,0.001
0,11,20,0.02,0.7148422630935493,0.02649296630564298,,1,118,82,36,69.49152542372882,9,5,45534.79,0.001
0,11,20,0.02,-0.05827154845215202,0.02793021428410912,,1,36,24,12,66.66666666666666,6,2,8924.39,0.001
0,11,20,0.02,-0.0645678416245092,0.0279302980661179,,1,35,23,12,65.71428571428571,6,2,8624.4,0.001
0,11,20,0.02,-0.0645678416245092,0.0279302980661179,,1,35,23,12,65.71428571428571,6,2,8624.4,0.001
0,11,20,0.02,-0.01604953937319176,0.027929652597199588,,1,36,24,12,66.66666666666666,6,2,10935.68,0.001
0,11,20,0.02,-0.00817467884078674,0.027929547864021777,,1,36,24,12,66.66666666666666,6,2,11310.71,0.001
0,11,20,0.02,-0.116075397837043,0.028856810884638675,,1,34,19,15,55.88235294117647,5,3,6169.54,0.001
0,11,20,0.02,-0.09971161512475565,0.028856585813797728,,1,34,19,15,55.88235294117647,5,3,6949.57,0.001
0,11,20,0.02,-0.13679772107337743,0.028857095959182556,,1,33,17,16,51.515151515151516,5,3,5181.58,0.001
0,11,20,0.02,-0.09222008131008792,0.028856482786585088,,1,42,21,21,50.0,5,3,7306.64,0.001
0,11,20,0.02,-0.06739490044054842,0.02885614143647328,,1,40,20,20,50.0,4,3,8489.69,0.001
0,11,20,0.02,-0.08124143734591847,0.02885633181755935,,1,39,19,20,48.717948717948715,4,3,7829.86,0.001
0,11,20,0.02,-0.08124143734591847,0.02885633181755935,,1,39,19,20,48.717948717948715,4,3,7829.86,0.001
0,11,20,0.02,-0.08124143734591847,0.02885633181755935,,1,39,19,20,48.717948717948715,4,3,7829.86,0.001
0,11,20,0.02,0.0778528137960151,0.028854146036417318,,1,49,23,26,46.93877551020408,4,3,15405.9,0.001
0,11,20,0.02,0.0778528137960151,0.028854146036417318,,1,49,23,26,46.93877551020408,4,3,15405.9,0.001
0,11,20,0.02,0.07974379179774864,0.02885412007834185,,1,48,22,26,45.83333333333333,4,3,15495.88,0.001
0,11,20,0.02,0.07974379179774864,0.02885412007834185,,1,48,22,26,45.83333333333333,4,3,15495.88,0.001
0,11,20,0.02,0.07974379179774864,0.02885412007834185,,1,48,22,26,45.83333333333333,4,3,15495.88,0.001
0,11,20,0.02,0.10054930827162316,0.028853834508113085,,1,47,22,25,46.808510638297875,4,3,16485.77,0.001
0,11,20,0.02,1.0263726784755622,0.026489070788442252,,1,104,56,48,53.84615384615385,6,4,60247.62,0.001
0,11,20,0.02,0.3500539842938726,0.026497543859857725,,1,57,30,27,52.63157894736842,4,3,28251.54,0.001
0,11,20,0.02,0.9265467630714878,0.02649031768507407,,1,103,54,49,52.42718446601942,6,4,55537.79,0.001
0,11,20,0.02,0.11757247933739154,0.02764211377787905,,1,43,20,23,46.51162790697674,4,3,17295.56,0.001
0,11,20,0.02,0.12198355631656997,0.027642055792181815,,1,43,20,23,46.51162790697674,4,3,17505.37,0.001
0,11,20,0.02,0.10400864048757737,0.027642292097737952,,1,42,19,23,45.23809523809524,3,3,16650.34,0.001
0,11,20,0.02,0.17613497577592138,0.027641344164127,,1,42,20,22,47.61904761904761,3,3,20080.35,0.001
0,11,20,0.02,0.1767658803619735,0.02764133587550241,,1,42,20,22,47.61904761904761,3,3,20110.35,0.001
0,11,25,0.02,0.5391132803159459,0.026495169272790366,,1,120,80,40,66.66666666666666,10,5,37216.41,0.001
0,11,25,0.02,0.5327827169189021,0.026495248709022076,,1,118,78,40,66.10169491525424,9,5,36916.48,0.001
0,11,25,0.02,0.5834505981580369,0.026494613072689705,,1,117,78,39,66.66666666666666,9,5,39316.48,0.001
0,11,25,0.02,-0.11098506445108088,0.0279309158904281,,1,36,22,14,61.111111111111114,6,5,6412.2,0.001
0,11,25,0.02,-0.11098506445108088,0.0279309158904281,,1,36,22,14,61.111111111111114,6,5,6412.2,0.001
0,11,25,0.02,-0.11098506445108088,0.0279309158904281,,1,36,22,14,61.111111111111114,6,5,6412.2,0.001
0,11,25,0.02,-0.06248822447399593,0.027930270392953975,,1,37,23,14,62.16216216216216,6,5,8723.48,0.001
0,11,25,0.02,-0.05461684737235711,0.027930165655142787,,1,37,23,14,62.16216216216216,6,5,9098.52,0.001
0,11,25,0.02,-0.1624698355374924,0.02953073017305199,,1,35,18,17,51.42857142857142,5,5,3957.35,0.001
0,11,25,0.02,-0.1461132916461174,0.02953049984238377,,1,35,18,17,51.42857142857142,5,5,4737.38,0.001
0,11,25,0.02,-0.18318299179115113,0.030125484731554384,,1,34,16,18,47.05882352941176,5,5,2969.38,0.001
0,11,25,0.02,-0.1386250718306838,0.030124844601441856,,1,43,20,23,46.51162790697674,5,5,5094.45,0.001
0,11,25,0.02,-0.11192336528923315,0.029530018512036228,,1,41,19,22,46.34146341463415,4,5,6367.47,0.001
0,11,25,0.02,-0.12576402610505222,0.029530213341911395,,1,40,18,22,45.0,4,5,5707.65,0.001
0,11,25,0.02,-0.12576402610505222,0.029530213341911395,,1,40,18,22,45.0,4,5,5707.65,0.001
0,11,25,0.02,-0.13205626968052364,0.029530301924855035,,1,39,17,22,43.58974358974359,4,5,5407.65,0.001
0,11,25,0.02,-0.004459110149290293,0.029528506738951465,,1,49,21,28,42.857142857142854,4,5,11487.66,0.001
0,11,25,0.02,-0.004459110149290293,0.029528506738951465,,1,49,21,28,42.857142857142854,4,5,11487.66,0.001
0,11,25,0.02,-0.009183781769022372,0.02952857316835725,,1,48,20,28,41.66666666666667,4,5,11262.66,0.001
0,11,25,0.02,-0.009183781769022372,0.02952857316835725,,1,48,20,28,41.66666666666667,4,5,11262.66,0.001
0,11,25,0.02,-0.009183760212286438,0.029528573168054153,,1,47,19,28,40.42553191489361,4,5,11262.66,0.001
0,11,25,0.02,0.011604149219964678,0.029528280912338247,,1,46,19,27,41.30434782608695,4,5,12252.55,0.001
0,11,25,0.02,0.961052874934527,0.02648988653315581,,1,110,56,54,50.90909090909091,5,5,57166.31,0.001
0,11,25,0.02,0.25771780089585267,0.026498705307463764,,1,58,28,30,48.275862068965516,4,5,23867.26,0.001
0,11,25,0.02,0.8675976126389442,0.026491054608756975,,1,108,54,54,50.0,5,5,52754.47,0.001
0,11,25,0.02,0.037749680280233636,0.02810378685708094,,1,44,18,26,40.909090909090914,4,5,13497.28,0.001
0,11,25,0.02,0.04215740776104318,0.02810372790095087,,1,44,18,26,40.909090909090914,4,5,13707.09,0.001
0,11,25,0.02,0.024196141012689975,0.02810396816125249,,1,43,17,26,39.53488372093023,3,5,12852.06,0.001
0,11,25,0.02,0.09626770856221292,0.02764239387687219,,1,43,18,25,41.86046511627907,3,5,16282.08,0.001
0,11,25,0.02,0.09689813409134339,0.027642385587618046,,1,43,18,25,41.86046511627907,3,5,16312.07,0.001
0,11,30,0.02,0.4551416905483788,0.02649622337903983,,1,119,77,42,64.70588235294117,8,5,33236.6,0.001
0,11,30,0.02,0.4488161628493469,0.02649630282159239,,1,117,75,42,64.1025641025641,8,5,32936.68,0.001
0,11,30,0.02,0.46969664391088406,0.02649604060270546,,1,116,74,42,63.793103448275865,8,5,33926.66,0.001
0,11,30,0.02,-0.11790733557269302,0.027931008053278736,,1,35,21,14,60.0,6,5,6082.21,0.001
0,11,30,0.02,-0.11790733557269302,0.027931008053278736,,1,35,21,14,60.0,6,5,6082.21,0.001
0,11,30,0.02,-0.11790733557269302,0.027931008053278736,,1,35,21,14,60.0,6,5,6082.21,0.001
0,11,30,0.02,-0.06941369633794331,0.027930362551544796,,1,36,22,14,61.111111111111114,6,5,8393.49,0.001
0,11,30,0.02,-0.061542838732246086,0.02793025781304242,,1,36,22,14,61.111111111111114,6,5,8768.53,0.001
0,11,30,0.02,-0.14273180190459667,0.02825964501430607,,1,33,17,16,51.515151515151516,5,5,4898.62,0.001
0,11,30,0.02,-0.12637217831216524,0.02825942459698623,,1,33,17,16,51.515151515151516,5,5,5678.65,0.001
0,11,30,0.02,-0.16344885818099977,0.02885439653658645,,1,32,15,17,46.875,5,5,3910.66,0.001
0,11,30,0.02,-0.11888254858107367,0.02885378341353755,,1,41,19,22,46.34146341463415,5,5,6035.72,0.001
0,11,30,0.02,-0.09217581456337662,0.028258963982922228,,1,39,18,21,46.15384615384615,4,5,7308.75,0.001
0,11,30,0.02,-0.10601908133174093,0.028259150427390245,,1,38,17,21,44.73684210526316,4,5,6648.92,0.001
0,11,30,0.02,-0.10601908133174093,0.028259150427390245,,1,38,17,21,44.73684210526316,4,5,6648.92,0.001
0,11,30,0.02,-0.10601908133174093,0.028259150427390245,,1,38,17,21,44.73684210526316,4,5,6648.92,0.001
0,11,30,0.02,0.3393932044391642,0.028253165040813395,,1,68,38,30,55.88235294117647,7,5,27835.52,0.001
0,11,30,0.02,0.3460293305868541,0.028253076076077667,,1,68,37,31,54.41176470588235,7,5,28150.5,0.001
0,11,30,0.02,0.34128888867695906,0.028253139626404914,,1,67,36,31,53.73134328358209,7,5,27925.5,0.001
0,11,30,0.02,0.296047827344353,0.02825374628601239,,1,65,35,30,53.84615384615385,7,5,25777.68,0.001
0,11,30,0.02,0.2830969471440408,0.028253920003504237,,1,63,33,30,52.38095238095239,6,5,25162.67,0.001
0,11,30,0.02,0.30394272334114997,0.028253640398829168,,1,62,33,29,53.2258064516129,6,5,26152.56,0.001
0,11,30,0.02,1.1636307714832241,0.026487358443156393,,1,126,68,58,53.96825396825397,6,5,66716.28,0.001
0,11,30,0.02,0.5447672976098575,0.02649509833032333,,1,75,42,33,56.00000000000001,6,5,37484.26,0.001
0,11,30,0.02,1.100273096565556,0.026488148550858612,,1,125,67,58,53.6,6,5,63731.42,0.001
0,11,30,0.02,0.3301610342248203,0.027639322239899844,,1,60,32,28,53.333333333333336,6,5,27397.29,0.001
0,11,30,0.02,0.33458103115584337,0.027639264265913798,,1,60,32,28,53.333333333333336,6,5,27607.1,0.001
0,11,30,0.02,0.3298411261670594,0.027639326436012312,,1,58,31,27,53.44827586206896,7,5,27382.1,0.001
0,11,30,0.02,0.41001723001484125,0.027638275234719928,,1,61,32,29,52.459016393442624,6,5,31186.61,0.001
0,11,30,0.02,0.4011630307676448,0.02763839128029488,,1,60,31,29,51.66666666666667,6,5,30766.6,0.001
0,11,35,0.02,0.4108088773770187,0.026496780266971356,,1,120,73,47,60.83333333333333,9,5,31134.18,0.001
0,11,35,0.02,0.40195617757660995,0.0266451619108531,,1,118,71,47,60.16949152542372,9,5,30714.25,0.001
0,11,35,0.02,0.396264473244066,0.02664523383273939,,1,118,71,47,60.16949152542372,9,5,30444.24,0.001
0,11,35,0.02,-0.107600458976736,0.027930870830356894,,1,36,21,15,58.333333333333336,6,3,6573.54,0.001
0,11,35,0.02,-0.107600458976736,0.027930870830356894,,1,36,21,15,58.333333333333336,6,3,6573.54,0.001
0,11,35,0.02,-0.107600458976736,0.027930870830356894,,1,36,21,15,58.333333333333336,6,3,6573.54,0.001
0,11,35,0.02,-0.07077766562483988,0.027930380702936013,,1,35,21,14,60.0,6,3,8328.5,0.001
0,11,35,0.02,-0.13749202464833646,0.0286210841337694,,1,34,19,15,55.88235294117647,6,3,5148.47,0.001
0,11,35,0.02,-0.14220785566553248,0.028650994459658487,,1,32,17,15,53.125,5,3,4923.61,0.001
0,11,35,0.02,-0.12584815032257737,0.028650770990853162,,1,32,17,15,53.125,5,3,5703.64,0.001
0,11,35,0.02,-0.16292501546756613,0.02865127750506543,,1,31,15,16,48.38709677419355,5,3,3935.64,0.001
0,11,35,0.02,-0.11835848316567865,0.028650668696979714,,1,40,19,21,47.5,5,3,6060.7,0.001
0,11,35,0.02,-0.09165161569423495,0.02865030399998927,,1,38,18,20,47.368421052631575,4,3,7333.73,0.001
0,11,35,0.02,-0.10549495163706031,0.028650493025618305,,1,37,17,20,45.94594594594595,4,3,6673.91,0.001
0,11,35,0.02,-0.09762756892760238,0.02865038559605306,,1,37,17,20,45.94594594594595,4,3,7048.91,0.001
0,11,35,0.02,-0.09762756892760238,0.02865038559605306,,1,37,17,20,45.94594594594595,4,3,7048.91,0.001
0,11,35,0.02,0.26855340394373167,0.028645395155770057,,1,65,34,31,52.307692307692314,4,3,24471.93,0.001
0,11,35,0.02,0.26855340394373167,0.028645395155770057,,1,65,34,31,52.307692307692314,4,3,24471.93,0.001
0,11,35,0.02,0.2638164478508967,0.028645459590667492,,1,64,33,31,51.5625,4,3,24246.93,0.001
0,11,35,0.02,0.2638164478508967,0.028645459590667492,,1,64,33,31,51.5625,4,3,24246.93,0.001
0,11,35,0.02,0.31719925181449904,0.028644733630453258,,1,61,31,30,50.81967213114754,4,3,26781.96,0.001
0,11,35,0.02,0.3380517791824608,0.02864445016393115,,1,60,31,29,51.66666666666667,4,3,27771.85,0.001
0,11,35,0.02,0.9981713274611146,0.03345278490209859,,1,123,63,60,51.21951219512195,5,4,58917.52,0.001
0,11,35,0.02,0.33444158585166955,0.03346328780160453,,1,72,36,36,50.0,4,4,27510.5,0.001
0,11,35,0.02,0.8743139554082241,0.03394422411605497,,1,122,61,61,50.0,5,5,53071.66,0.001
0,11,35,0.02,0.355113370618096,0.027638994992758095,,1,58,30,28,51.724137931034484,4,3,28581.63,0.001
0,11,35,0.02,0.365860915763311,0.027638854066151665,,1,58,30,28,51.724137931034484,4,3,29091.67,0.001
0,11,35,0.02,0.3611196034565102,0.027638916234404835,,1,56,29,27,51.78571428571429,6,3,28866.67,0.001
0,11,35,0.02,0.33330856398029957,0.028539785736442107,,1,56,28,28,50.0,6,4,27546.7,0.001
